regionName	Date	GovernmentResponseIndex
New Hampshire	11-2020	44.53125
New Hampshire	12-2020	46.875
New Hampshire	01-2021	52.5
New Hampshire	02-2021	58.958333333333336
New Hampshire	03-2021	54.791666666666664
New Hampshire	04-2021	55.729166666666664
New Hampshire	05-2021	51.302083333333336
New Hampshire	06-2021	48.177083333333336
New Hampshire	07-2021	48.958333333333336
New Hampshire	08-2021	48.958333333333336
New Hampshire	09-2021	47.395833333333336
New Hampshire	10-2021	47.395833333333336
New Hampshire	11-2021	44.270833333333336
New Hampshire	12-2021	44.270833333333336
New Jersey	01-2020	0.0
New Jersey	02-2020	13.020833333333334
New Jersey	03-2020	41.14583333333333
New Jersey	04-2020	73.95833333333333
New Jersey	05-2020	76.04166666666666
New Jersey	06-2020	67.1875
New Jersey	07-2020	65.625
New Jersey	08-2020	62.49999999999999
New Jersey	09-2020	60.416666666666664
New Jersey	10-2020	60.416666666666664
New Jersey	11-2020	58.333333333333336
New Jersey	12-2020	59.895833333333336
New Jersey	01-2021	64.16666666666667
New Jersey	02-2021	64.16666666666667
New Jersey	03-2021	62.60416666666667
New Jersey	04-2021	63.333333333333336
New Jersey	05-2021	63.020833333333336
New Jersey	06-2021	51.041666666666664
New Jersey	07-2021	51.041666666666664
New Jersey	08-2021	46.875
New Jersey	09-2021	45.3125
New Jersey	10-2021	45.3125
New Jersey	11-2021	42.1875
New Jersey	12-2021	45.3125
New Mexico	01-2020	0.0
New Mexico	02-2020	9.895833333333334
New Mexico	03-2020	39.0625
New Mexico	04-2020	69.79166666666667
New Mexico	05-2020	76.04166666666667
New Mexico	06-2020	76.04166666666667
New Mexico	07-2020	76.04166666666667
New Mexico	08-2020	69.79166666666667
New Mexico	09-2020	69.79166666666667
New Mexico	10-2020	68.75
New Mexico	11-2020	70.83333333333333
New Mexico	12-2020	73.125
New Mexico	01-2021	72.76041666666666
New Mexico	02-2021	69.63541666666666
New Mexico	03-2021	66.51041666666666
New Mexico	04-2021	61.19791666666667
New Mexico	05-2021	60.15625
New Mexico	06-2021	53.645833333333336
New Mexico	07-2021	50.520833333333336
New Mexico	08-2021	47.395833333333336
New Mexico	09-2021	44.270833333333336
New Mexico	10-2021	44.270833333333336
New Mexico	11-2021	39.0625
New Mexico	12-2021	39.0625
New York	01-2020	0.0
New York	02-2020	13.020833333333334
New York	03-2020	53.645833333333336
New York	04-2020	71.875
New York	05-2020	78.125
New York	06-2020	76.30208333333333
New York	07-2020	76.04166666666667
New York	08-2020	74.47916666666667
New York	09-2020	74.47916666666667
New York	10-2020	74.73958333333334
New York	11-2020	75.78125
New York	12-2020	75.15625
New York	01-2021	76.19791666666666
New York	02-2021	76.40625
New York	03-2021	71.45833333333334
New York	04-2021	67.70833333333334
New York	05-2021	64.58333333333334
New York	06-2021	48.4375
New York	07-2021	48.4375
New York	08-2021	48.4375
New York	09-2021	41.145833333333336
New York	10-2021	41.145833333333336
New York	11-2021	34.895833333333336
New York	12-2021	38.020833333333336
North Carolina	01-2020	0.0
North Carolina	02-2020	9.895833333333334
North Carolina	03-2020	32.291666666666664
North Carolina	04-2020	64.0625
North Carolina	05-2020	65.36458333333333
North Carolina	06-2020	62.23958333333333
North Carolina	07-2020	64.58333333333333
North Carolina	08-2020	61.458333333333336
North Carolina	09-2020	59.89583333333333
North Carolina	10-2020	59.89583333333333
North Carolina	11-2020	61.45833333333333
North Carolina	12-2020	64.79166666666667
North Carolina	01-2021	69.16666666666667
North Carolina	02-2021	72.29166666666667
North Carolina	03-2021	58.95833333333333
North Carolina	04-2021	60.416666666666664
North Carolina	05-2021	57.291666666666664
North Carolina	06-2021	50.520833333333336
North Carolina	07-2021	46.87500000000001
North Carolina	08-2021	44.01041666666667
North Carolina	09-2021	41.40625000000001
North Carolina	10-2021	38.28125000000001
North Carolina	11-2021	32.03125
North Carolina	12-2021	34.114583333333336
North Dakota	01-2020	0.0
North Dakota	02-2020	13.020833333333334
North Dakota	03-2020	28.645833333333332
North Dakota	04-2020	55.208333333333336
North Dakota	05-2020	52.604166666666664
North Dakota	06-2020	49.479166666666664
North Dakota	07-2020	47.395833333333336
North Dakota	08-2020	41.145833333333336
North Dakota	09-2020	41.40625000000001
North Dakota	10-2020	45.05208333333333
North Dakota	11-2020	45.83333333333333
North Dakota	12-2020	46.77083333333333
